""

"Save Time: 21/06/2015 10:23:06"
"User Name:omcuser"


" "

"Total 202 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:25:00 UTC+06:00,5 Min,566.0M,131.0M,14.14,3.27,566.0M,3.27,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:30:00 UTC+06:00,5 Min,576.0M,133.0M,14.39,3.32,576.0M,3.32,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:35:00 UTC+06:00,5 Min,584.0M,134.0M,14.59,3.35,584.0M,3.35,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:40:00 UTC+06:00,5 Min,588.0M,136.0M,14.70,3.41,588.0M,3.41,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:45:00 UTC+06:00,5 Min,596.0M,138.0M,14.90,3.45,596.0M,3.45,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:50:00 UTC+06:00,5 Min,606.0M,138.0M,15.16,3.45,606.0M,3.45,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 21:55:00 UTC+06:00,5 Min,608.0M,136.0M,15.19,3.41,608.0M,3.41,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:00:00 UTC+06:00,5 Min,615.0M,141.0M,15.37,3.52,615.0M,3.52,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:05:00 UTC+06:00,5 Min,621.0M,142.0M,15.53,3.56,621.0M,3.56,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:10:00 UTC+06:00,5 Min,635.0M,144.0M,15.87,3.61,635.0M,3.61,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:15:00 UTC+06:00,5 Min,646.0M,148.0M,16.16,3.70,646.0M,3.70,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:20:00 UTC+06:00,5 Min,656.0M,149.0M,16.41,3.73,656.0M,3.73,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:25:00 UTC+06:00,5 Min,671.0M,149.0M,16.79,3.72,671.0M,3.72,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:30:00 UTC+06:00,5 Min,662.0M,147.0M,16.55,3.67,662.0M,3.67,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:35:00 UTC+06:00,5 Min,654.0M,143.0M,16.36,3.59,654.0M,3.59,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:40:00 UTC+06:00,5 Min,640.0M,140.0M,16.00,3.51,640.0M,3.51,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:45:00 UTC+06:00,5 Min,632.0M,137.0M,15.79,3.41,632.0M,3.41,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:50:00 UTC+06:00,5 Min,618.0M,131.0M,15.45,3.28,618.0M,3.28,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 22:55:00 UTC+06:00,5 Min,597.0M,126.0M,14.92,3.15,597.0M,3.15,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:00:00 UTC+06:00,5 Min,573.0M,120.0M,14.32,3.00,573.0M,3.00,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:05:00 UTC+06:00,5 Min,546.0M,114.0M,13.65,2.86,546.0M,2.86,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:10:00 UTC+06:00,5 Min,528.0M,108.0M,13.19,2.70,528.0M,2.70,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:15:00 UTC+06:00,5 Min,503.0M,104.0M,12.57,2.59,503.0M,2.59,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:20:00 UTC+06:00,5 Min,483.0M,99.7M,12.07,2.49,483.0M,2.49,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:25:00 UTC+06:00,5 Min,461.0M,93.9M,11.52,2.35,461.0M,2.35,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:30:00 UTC+06:00,5 Min,436.0M,87.6M,10.89,2.19,436.0M,2.19,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:35:00 UTC+06:00,5 Min,414.0M,80.3M,10.35,2.01,414.0M,2.01,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:40:00 UTC+06:00,5 Min,392.0M,75.4M,9.81,1.89,392.0M,1.89,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:45:00 UTC+06:00,5 Min,373.0M,72.1M,9.33,1.80,373.0M,1.80,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:50:00 UTC+06:00,5 Min,352.0M,66.9M,8.79,1.67,352.0M,1.67,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,20/06/2015 23:55:00 UTC+06:00,5 Min,333.0M,64.5M,8.33,1.61,333.0M,1.61,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:00:00 UTC+06:00,5 Min,313.0M,59.0M,7.82,1.48,313.0M,1.48,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:05:00 UTC+06:00,5 Min,305.0M,55.8M,7.63,1.40,305.0M,1.40,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:10:00 UTC+06:00,5 Min,303.0M,55.1M,7.58,1.38,303.0M,1.38,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:15:00 UTC+06:00,5 Min,294.0M,53.0M,7.34,1.33,294.0M,1.33,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:20:00 UTC+06:00,5 Min,285.0M,50.7M,7.14,1.27,285.0M,1.27,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:25:00 UTC+06:00,5 Min,275.0M,48.0M,6.86,1.20,275.0M,1.20,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:30:00 UTC+06:00,5 Min,266.0M,45.9M,6.65,1.15,266.0M,1.15,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:35:00 UTC+06:00,5 Min,252.0M,43.2M,6.30,1.08,252.0M,1.08,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:40:00 UTC+06:00,5 Min,233.0M,39.5M,5.82,0.99,233.0M,0.99,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:45:00 UTC+06:00,5 Min,216.0M,37.8M,5.41,0.95,216.0M,0.95,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:50:00 UTC+06:00,5 Min,212.0M,35.1M,5.31,0.88,212.0M,0.88,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 00:55:00 UTC+06:00,5 Min,202.0M,32.5M,5.06,0.81,202.0M,0.81,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:00:00 UTC+06:00,5 Min,191.0M,30.4M,4.76,0.76,191.0M,0.76,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:05:00 UTC+06:00,5 Min,180.0M,29.4M,4.49,0.73,180.0M,0.73,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:10:00 UTC+06:00,5 Min,169.0M,28.6M,4.23,0.71,169.0M,0.71,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:15:00 UTC+06:00,5 Min,161.0M,28.1M,4.03,0.70,161.0M,0.70,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:20:00 UTC+06:00,5 Min,153.0M,26.8M,3.81,0.67,153.0M,0.67,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:25:00 UTC+06:00,5 Min,144.0M,26.2M,3.60,0.65,144.0M,0.65,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:30:00 UTC+06:00,5 Min,137.0M,25.1M,3.42,0.63,137.0M,0.63,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:35:00 UTC+06:00,5 Min,127.0M,23.4M,3.17,0.58,127.0M,0.58,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:40:00 UTC+06:00,5 Min,120.0M,22.3M,3.00,0.56,120.0M,0.56,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:45:00 UTC+06:00,5 Min,114.0M,21.3M,2.85,0.53,114.0M,0.53,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:50:00 UTC+06:00,5 Min,108.0M,20.5M,2.70,0.51,108.0M,0.51,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 01:55:00 UTC+06:00,5 Min,104.0M,19.7M,2.61,0.49,104.0M,0.49,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:00:00 UTC+06:00,5 Min,99.6M,19.0M,2.49,0.48,99.6M,0.48,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:05:00 UTC+06:00,5 Min,95.1M,18.0M,2.38,0.45,95.1M,0.45,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:10:00 UTC+06:00,5 Min,93.1M,17.5M,2.33,0.44,93.1M,0.44,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:15:00 UTC+06:00,5 Min,90.3M,17.3M,2.26,0.43,90.3M,0.43,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:20:00 UTC+06:00,5 Min,88.1M,17.3M,2.20,0.43,88.1M,0.43,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:25:00 UTC+06:00,5 Min,88.1M,18.0M,2.20,0.45,88.1M,0.45,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:30:00 UTC+06:00,5 Min,90.8M,18.8M,2.27,0.47,90.8M,0.47,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:35:00 UTC+06:00,5 Min,98.2M,21.4M,2.46,0.54,98.2M,0.54,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:40:00 UTC+06:00,5 Min,107.0M,24.0M,2.68,0.60,107.0M,0.60,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:45:00 UTC+06:00,5 Min,122.0M,27.7M,3.06,0.69,122.0M,0.69,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:50:00 UTC+06:00,5 Min,144.0M,33.9M,3.59,0.85,144.0M,0.85,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 02:55:00 UTC+06:00,5 Min,168.0M,40.8M,4.19,1.02,168.0M,1.02,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:00:00 UTC+06:00,5 Min,190.0M,45.6M,4.75,1.14,190.0M,1.14,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:05:00 UTC+06:00,5 Min,207.0M,51.6M,5.17,1.29,207.0M,1.29,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:10:00 UTC+06:00,5 Min,206.0M,52.1M,5.14,1.30,206.0M,1.30,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:15:00 UTC+06:00,5 Min,205.0M,52.2M,5.13,1.30,205.0M,1.30,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:20:00 UTC+06:00,5 Min,214.0M,53.2M,5.35,1.33,214.0M,1.33,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:25:00 UTC+06:00,5 Min,235.0M,57.7M,5.89,1.44,235.0M,1.44,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:30:00 UTC+06:00,5 Min,275.0M,66.8M,6.88,1.67,275.0M,1.67,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:35:00 UTC+06:00,5 Min,326.0M,78.9M,8.15,1.97,326.0M,1.97,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:40:00 UTC+06:00,5 Min,364.0M,87.1M,9.11,2.18,364.0M,2.18,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:45:00 UTC+06:00,5 Min,379.0M,91.2M,9.47,2.28,379.0M,2.28,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:50:00 UTC+06:00,5 Min,297.0M,75.1M,7.43,1.88,297.0M,1.88,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 03:55:00 UTC+06:00,5 Min,233.0M,56.3M,5.83,1.41,233.0M,1.41,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:00:00 UTC+06:00,5 Min,196.0M,45.4M,4.90,1.14,196.0M,1.14,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:05:00 UTC+06:00,5 Min,178.0M,38.3M,4.45,0.96,178.0M,0.96,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:10:00 UTC+06:00,5 Min,175.0M,36.5M,4.38,0.91,175.0M,0.91,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:15:00 UTC+06:00,5 Min,182.0M,38.8M,4.55,0.97,182.0M,0.97,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:20:00 UTC+06:00,5 Min,176.0M,36.9M,4.40,0.92,176.0M,0.92,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:25:00 UTC+06:00,5 Min,158.0M,32.5M,3.96,0.81,158.0M,0.81,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:30:00 UTC+06:00,5 Min,134.0M,26.9M,3.36,0.67,134.0M,0.67,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:35:00 UTC+06:00,5 Min,114.0M,22.8M,2.84,0.57,114.0M,0.57,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:40:00 UTC+06:00,5 Min,96.1M,19.9M,2.40,0.50,96.1M,0.50,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:45:00 UTC+06:00,5 Min,83.4M,16.8M,2.08,0.42,83.4M,0.42,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:50:00 UTC+06:00,5 Min,73.1M,15.3M,1.83,0.38,73.1M,0.38,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 04:55:00 UTC+06:00,5 Min,62.7M,12.9M,1.57,0.32,62.7M,0.32,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:00:00 UTC+06:00,5 Min,56.8M,12.3M,1.42,0.31,56.8M,0.31,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:05:00 UTC+06:00,5 Min,52.7M,11.4M,1.32,0.28,52.7M,0.28,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:10:00 UTC+06:00,5 Min,48.8M,10.6M,1.22,0.27,48.8M,0.27,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:15:00 UTC+06:00,5 Min,45.9M,10.3M,1.15,0.26,45.9M,0.26,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:20:00 UTC+06:00,5 Min,42.9M,9.92M,1.07,0.25,42.9M,0.25,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:25:00 UTC+06:00,5 Min,41.3M,9.6M,1.03,0.24,41.3M,0.24,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:30:00 UTC+06:00,5 Min,41.5M,9.81M,1.04,0.25,41.5M,0.25,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:35:00 UTC+06:00,5 Min,41.9M,10.4M,1.05,0.26,41.9M,0.26,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:40:00 UTC+06:00,5 Min,43.2M,11.3M,1.08,0.28,43.2M,0.28,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:45:00 UTC+06:00,5 Min,43.8M,12.1M,1.10,0.30,43.8M,0.30,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:50:00 UTC+06:00,5 Min,47.1M,13.2M,1.18,0.33,47.1M,0.33,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 05:55:00 UTC+06:00,5 Min,48.2M,14.0M,1.20,0.35,48.2M,0.35,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:00:00 UTC+06:00,5 Min,50.3M,14.2M,1.26,0.35,50.3M,0.35,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:05:00 UTC+06:00,5 Min,54.8M,16.4M,1.37,0.41,54.8M,0.41,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:10:00 UTC+06:00,5 Min,59.6M,18.1M,1.49,0.45,59.6M,0.45,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:15:00 UTC+06:00,5 Min,63.3M,19.4M,1.58,0.49,63.3M,0.49,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:20:00 UTC+06:00,5 Min,66.8M,20.4M,1.67,0.51,66.8M,0.51,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:25:00 UTC+06:00,5 Min,71.1M,21.8M,1.78,0.55,71.1M,0.55,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:30:00 UTC+06:00,5 Min,77.3M,23.3M,1.93,0.58,77.3M,0.58,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:35:00 UTC+06:00,5 Min,82.5M,26.6M,2.06,0.66,82.5M,0.66,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:40:00 UTC+06:00,5 Min,89.2M,28.7M,2.23,0.72,89.2M,0.72,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:45:00 UTC+06:00,5 Min,97.8M,31.8M,2.44,0.80,97.8M,0.80,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:50:00 UTC+06:00,5 Min,102.0M,33.6M,2.56,0.84,102.0M,0.84,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 06:55:00 UTC+06:00,5 Min,105.0M,33.0M,2.61,0.83,105.0M,0.83,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:00:00 UTC+06:00,5 Min,106.0M,31.6M,2.64,0.79,106.0M,0.79,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:05:00 UTC+06:00,5 Min,110.0M,31.8M,2.75,0.80,110.0M,0.80,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:10:00 UTC+06:00,5 Min,116.0M,33.8M,2.91,0.84,116.0M,0.84,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:15:00 UTC+06:00,5 Min,121.0M,34.9M,3.04,0.87,121.0M,0.87,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:20:00 UTC+06:00,5 Min,128.0M,35.5M,3.20,0.89,128.0M,0.89,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:25:00 UTC+06:00,5 Min,135.0M,37.5M,3.38,0.94,135.0M,0.94,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:30:00 UTC+06:00,5 Min,140.0M,40.0M,3.51,1.00,140.0M,1.00,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:35:00 UTC+06:00,5 Min,150.0M,42.4M,3.75,1.06,150.0M,1.06,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:40:00 UTC+06:00,5 Min,159.0M,43.6M,3.96,1.09,159.0M,1.09,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:45:00 UTC+06:00,5 Min,166.0M,46.7M,4.15,1.17,166.0M,1.17,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:50:00 UTC+06:00,5 Min,177.0M,49.9M,4.43,1.25,177.0M,1.25,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 07:55:00 UTC+06:00,5 Min,183.0M,50.8M,4.58,1.27,183.0M,1.27,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:00:00 UTC+06:00,5 Min,192.0M,54.1M,4.81,1.35,192.0M,1.35,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:05:00 UTC+06:00,5 Min,203.0M,55.2M,5.07,1.38,203.0M,1.38,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:10:00 UTC+06:00,5 Min,214.0M,57.1M,5.35,1.43,214.0M,1.43,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:15:00 UTC+06:00,5 Min,225.0M,60.0M,5.62,1.50,225.0M,1.50,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:20:00 UTC+06:00,5 Min,234.0M,62.6M,5.85,1.56,234.0M,1.56,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:25:00 UTC+06:00,5 Min,240.0M,63.9M,6.00,1.60,240.0M,1.60,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:30:00 UTC+06:00,5 Min,252.0M,66.8M,6.29,1.67,252.0M,1.67,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:35:00 UTC+06:00,5 Min,263.0M,70.2M,6.59,1.76,263.0M,1.76,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:40:00 UTC+06:00,5 Min,272.0M,72.4M,6.80,1.81,272.0M,1.81,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:45:00 UTC+06:00,5 Min,286.0M,76.0M,7.14,1.90,286.0M,1.90,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:50:00 UTC+06:00,5 Min,298.0M,78.3M,7.45,1.96,298.0M,1.96,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 08:55:00 UTC+06:00,5 Min,308.0M,81.9M,7.70,2.05,308.0M,2.05,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:00:00 UTC+06:00,5 Min,318.0M,83.8M,7.95,2.09,318.0M,2.09,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:05:00 UTC+06:00,5 Min,339.0M,87.9M,8.48,2.20,339.0M,2.20,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:10:00 UTC+06:00,5 Min,347.0M,88.4M,8.67,2.21,347.0M,2.21,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:15:00 UTC+06:00,5 Min,357.0M,91.3M,8.93,2.28,357.0M,2.28,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:20:00 UTC+06:00,5 Min,370.0M,94.1M,9.24,2.35,370.0M,2.35,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:25:00 UTC+06:00,5 Min,387.0M,97.0M,9.67,2.42,387.0M,2.42,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:30:00 UTC+06:00,5 Min,397.0M,100.0M,9.92,2.50,397.0M,2.50,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:35:00 UTC+06:00,5 Min,405.0M,99.9M,10.13,2.50,405.0M,2.50,0,0,4.0G,100.00
