""

"Save Time: 21/06/2015 10:23:23"
"User Name:omcuser"


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)","Max Rate(bit/s)","Max Bandwidth Utilization(%)","Inbound Discarded Packet(packet)","Outbound Discarded Packet(packet)","Bandwidth(bit/s)","Interface Availability(%)"
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:10:00 UTC+06:00,5 Min,304.0M,123.0M,30.36,12.25
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:15:00 UTC+06:00,5 Min,317.0M,127.0M,31.73,12.69
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:20:00 UTC+06:00,5 Min,325.0M,129.0M,32.53,12.91
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:25:00 UTC+06:00,5 Min,339.0M,131.0M,33.95,13.12
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:30:00 UTC+06:00,5 Min,347.0M,134.0M,34.68,13.40
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:35:00 UTC+06:00,5 Min,359.0M,137.0M,35.89,13.68
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:40:00 UTC+06:00,5 Min,371.0M,140.0M,37.09,13.96
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:45:00 UTC+06:00,5 Min,383.0M,146.0M,38.33,14.55
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:50:00 UTC+06:00,5 Min,391.0M,144.0M,39.10,14.43
HC03_S9306_SW_B/Vlanif604,21/06/2015 09:55:00 UTC+06:00,5 Min,402.0M,145.0M,40.18,14.51
HC03_S9306_SW_B/Vlanif604,21/06/2015 10:00:00 UTC+06:00,5 Min,404.0M,148.0M,40.43,14.76
HC03_S9306_SW_B/Vlanif604,21/06/2015 10:05:00 UTC+06:00,5 Min,422.0M,154.0M,42.21,15.35
HC03_S9306_SW_B/Vlanif604,21/06/2015 10:10:00 UTC+06:00,5 Min,434.0M,157.0M,43.45,15.66
HC03_S9306_SW_B/Vlanif604,21/06/2015 10:15:00 UTC+06:00,5 Min,441.0M,158.0M,44.13,15.79
HC03_S9306_SW_B/Vlanif604,21/06/2015 10:20:00 UTC+06:00,5 Min,447.0M,161.0M,44.72,16.06


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:25:00 UTC+06:00,5 Min,488.0M,2.59K,12.20,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:30:00 UTC+06:00,5 Min,505.0M,3.14K,12.63,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:35:00 UTC+06:00,5 Min,502.0M,3.09K,12.54,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:40:00 UTC+06:00,5 Min,510.0M,3.1K,12.76,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:45:00 UTC+06:00,5 Min,490.0M,3.06K,12.24,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:50:00 UTC+06:00,5 Min,505.0M,3.6K,12.62,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 10:55:00 UTC+06:00,5 Min,528.0M,2.67K,13.19,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:00:00 UTC+06:00,5 Min,547.0M,3.15K,13.66,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:05:00 UTC+06:00,5 Min,554.0M,3.08K,13.85,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:10:00 UTC+06:00,5 Min,578.0M,3.15K,14.46,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:15:00 UTC+06:00,5 Min,585.0M,3.01K,14.62,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:20:00 UTC+06:00,5 Min,592.0M,3.16K,14.79,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:25:00 UTC+06:00,5 Min,596.0M,3.34K,14.91,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:30:00 UTC+06:00,5 Min,599.0M,2.9K,14.97,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:35:00 UTC+06:00,5 Min,595.0M,3.1K,14.88,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:40:00 UTC+06:00,5 Min,600.0M,3.1K,15.00,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:45:00 UTC+06:00,5 Min,606.0M,3.06K,15.16,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:50:00 UTC+06:00,5 Min,627.0M,3.15K,15.67,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 11:55:00 UTC+06:00,5 Min,627.0M,3.13K,15.68,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:00:00 UTC+06:00,5 Min,637.0M,3.13K,15.92,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:05:00 UTC+06:00,5 Min,618.0M,3.09K,15.44,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:10:00 UTC+06:00,5 Min,606.0M,3.1K,15.15,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:15:00 UTC+06:00,5 Min,615.0M,3.07K,15.36,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:20:00 UTC+06:00,5 Min,611.0M,3.58K,15.28,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:25:00 UTC+06:00,5 Min,624.0M,2.7K,15.60,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:30:00 UTC+06:00,5 Min,624.0M,3.13K,15.60,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:35:00 UTC+06:00,5 Min,653.0M,3.1K,16.33,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:40:00 UTC+06:00,5 Min,671.0M,3.09K,16.78,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:45:00 UTC+06:00,5 Min,670.0M,3.07K,16.75,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:50:00 UTC+06:00,5 Min,644.0M,3.13K,16.09,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 12:55:00 UTC+06:00,5 Min,645.0M,3.14K,16.13,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:00:00 UTC+06:00,5 Min,618.0M,3.13K,15.46,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:05:00 UTC+06:00,5 Min,600.0M,3.09K,15.01,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:10:00 UTC+06:00,5 Min,613.0M,3.09K,15.32,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:15:00 UTC+06:00,5 Min,604.0M,3.07K,15.11,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:20:00 UTC+06:00,5 Min,593.0M,3.54K,14.83,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:25:00 UTC+06:00,5 Min,588.0M,2.71K,14.70,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:30:00 UTC+06:00,5 Min,582.0M,3.15K,14.55,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:35:00 UTC+06:00,5 Min,576.0M,3.08K,14.40,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:40:00 UTC+06:00,5 Min,583.0M,3.1K,14.58,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:45:00 UTC+06:00,5 Min,602.0M,3.07K,15.04,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:50:00 UTC+06:00,5 Min,647.0M,3.14K,16.18,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 13:55:00 UTC+06:00,5 Min,653.0M,3.13K,16.34,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:00:00 UTC+06:00,5 Min,665.0M,3.15K,16.62,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:05:00 UTC+06:00,5 Min,616.0M,3.1K,15.40,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:10:00 UTC+06:00,5 Min,633.0M,3.1K,15.83,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:15:00 UTC+06:00,5 Min,646.0M,3.07K,16.14,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:20:00 UTC+06:00,5 Min,667.0M,3.15K,16.68,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:25:00 UTC+06:00,5 Min,645.0M,3.13K,16.13,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:30:00 UTC+06:00,5 Min,640.0M,3.14K,16.01,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:35:00 UTC+06:00,5 Min,649.0M,3.08K,16.22,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:40:00 UTC+06:00,5 Min,655.0M,3.11K,16.38,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:45:00 UTC+06:00,5 Min,654.0M,3.08K,16.35,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:50:00 UTC+06:00,5 Min,653.0M,3.14K,16.33,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 14:55:00 UTC+06:00,5 Min,642.0M,3.13K,16.06,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:00:00 UTC+06:00,5 Min,654.0M,3.15K,16.35,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:05:00 UTC+06:00,5 Min,640.0M,3.11K,15.99,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:10:00 UTC+06:00,5 Min,643.0M,3.08K,16.08,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:15:00 UTC+06:00,5 Min,637.0M,3.06K,15.93,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:20:00 UTC+06:00,5 Min,637.0M,3.15K,15.92,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:25:00 UTC+06:00,5 Min,626.0M,3.1K,15.65,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:30:00 UTC+06:00,5 Min,635.0M,3.13K,15.88,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:35:00 UTC+06:00,5 Min,634.0M,3.14K,15.86,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:40:00 UTC+06:00,5 Min,636.0M,3.09K,15.89,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:45:00 UTC+06:00,5 Min,660.0M,3.03K,16.50,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:50:00 UTC+06:00,5 Min,658.0M,3.13K,16.44,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 15:55:00 UTC+06:00,5 Min,631.0M,3.14K,15.78,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:00:00 UTC+06:00,5 Min,616.0M,3.21K,15.39,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:05:00 UTC+06:00,5 Min,613.0M,3.07K,15.34,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:10:00 UTC+06:00,5 Min,627.0M,3.05K,15.68,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:15:00 UTC+06:00,5 Min,616.0M,3.27K,15.39,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:20:00 UTC+06:00,5 Min,619.0M,2.96K,15.47,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:25:00 UTC+06:00,5 Min,624.0M,3.1K,15.61,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:30:00 UTC+06:00,5 Min,637.0M,3.13K,15.93,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:35:00 UTC+06:00,5 Min,621.0M,3.1K,15.52,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:40:00 UTC+06:00,5 Min,623.0M,3.47K,15.58,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:45:00 UTC+06:00,5 Min,614.0M,2.71K,15.34,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:50:00 UTC+06:00,5 Min,636.0M,3.13K,15.89,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 16:55:00 UTC+06:00,5 Min,622.0M,3.11K,15.55,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:00:00 UTC+06:00,5 Min,588.0M,3.65K,14.69,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:05:00 UTC+06:00,5 Min,564.0M,2.58K,14.11,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:10:00 UTC+06:00,5 Min,519.0M,3.09K,12.98,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:15:00 UTC+06:00,5 Min,490.0M,3.06K,12.26,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:20:00 UTC+06:00,5 Min,497.0M,3.17K,12.43,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:25:00 UTC+06:00,5 Min,521.0M,3.09K,13.03,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:30:00 UTC+06:00,5 Min,508.0M,3.16K,12.71,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:35:00 UTC+06:00,5 Min,505.0M,3.06K,12.62,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:40:00 UTC+06:00,5 Min,538.0M,3.1K,13.45,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:45:00 UTC+06:00,5 Min,548.0M,3.07K,13.70,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:50:00 UTC+06:00,5 Min,558.0M,3.13K,13.95,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 17:55:00 UTC+06:00,5 Min,590.0M,3.26K,14.75,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:00:00 UTC+06:00,5 Min,593.0M,3.0K,14.83,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:05:00 UTC+06:00,5 Min,606.0M,3.08K,15.14,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:10:00 UTC+06:00,5 Min,606.0M,3.1K,15.15,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:15:00 UTC+06:00,5 Min,635.0M,3.12K,15.88,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:20:00 UTC+06:00,5 Min,617.0M,3.09K,15.43,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:25:00 UTC+06:00,5 Min,620.0M,3.1K,15.50,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:30:00 UTC+06:00,5 Min,581.0M,3.12K,14.52,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:35:00 UTC+06:00,5 Min,549.0M,3.09K,13.73,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:40:00 UTC+06:00,5 Min,537.0M,3.1K,13.43,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:45:00 UTC+06:00,5 Min,478.0M,3.07K,11.96,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:50:00 UTC+06:00,5 Min,375.0M,3.15K,9.37,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 18:55:00 UTC+06:00,5 Min,246.0M,3.12K,6.16,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:00:00 UTC+06:00,5 Min,159.0M,3.14K,3.98,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:05:00 UTC+06:00,5 Min,168.0M,3.1K,4.21,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:10:00 UTC+06:00,5 Min,223.0M,3.08K,5.57,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:15:00 UTC+06:00,5 Min,324.0M,3.06K,8.09,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:20:00 UTC+06:00,5 Min,439.0M,3.22K,10.97,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:25:00 UTC+06:00,5 Min,557.0M,3.05K,13.93,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:30:00 UTC+06:00,5 Min,665.0M,3.14K,16.61,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:35:00 UTC+06:00,5 Min,676.0M,3.1K,16.90,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:40:00 UTC+06:00,5 Min,729.0M,3.1K,18.23,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:45:00 UTC+06:00,5 Min,776.0M,3.06K,19.41,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:50:00 UTC+06:00,5 Min,784.0M,3.14K,19.61,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 19:55:00 UTC+06:00,5 Min,817.0M,3.13K,20.42,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:00:00 UTC+06:00,5 Min,781.0M,3.13K,19.52,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:05:00 UTC+06:00,5 Min,798.0M,3.09K,19.95,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:10:00 UTC+06:00,5 Min,784.0M,3.11K,19.60,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:15:00 UTC+06:00,5 Min,763.0M,3.43K,19.07,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:20:00 UTC+06:00,5 Min,774.0M,2.97K,19.35,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:25:00 UTC+06:00,5 Min,741.0M,3.32K,18.53,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:30:00 UTC+06:00,5 Min,744.0M,2.75K,18.59,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:35:00 UTC+06:00,5 Min,725.0M,3.08K,18.12,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:40:00 UTC+06:00,5 Min,735.0M,3.1K,18.38,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:45:00 UTC+06:00,5 Min,735.0M,3.08K,18.37,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:50:00 UTC+06:00,5 Min,708.0M,3.14K,17.69,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 20:55:00 UTC+06:00,5 Min,722.0M,3.12K,18.06,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:00:00 UTC+06:00,5 Min,722.0M,3.15K,18.05,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:05:00 UTC+06:00,5 Min,721.0M,3.08K,18.03,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:10:00 UTC+06:00,5 Min,711.0M,3.1K,17.77,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:15:00 UTC+06:00,5 Min,714.0M,3.07K,17.86,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:20:00 UTC+06:00,5 Min,722.0M,3.15K,18.04,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:25:00 UTC+06:00,5 Min,755.0M,3.13K,18.88,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:30:00 UTC+06:00,5 Min,756.0M,3.12K,18.90,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:35:00 UTC+06:00,5 Min,741.0M,3.08K,18.52,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:40:00 UTC+06:00,5 Min,705.0M,3.1K,17.63,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:45:00 UTC+06:00,5 Min,742.0M,3.07K,18.55,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:50:00 UTC+06:00,5 Min,701.0M,3.14K,17.54,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 21:55:00 UTC+06:00,5 Min,745.0M,3.13K,18.62,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:00:00 UTC+06:00,5 Min,746.0M,3.13K,18.65,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:05:00 UTC+06:00,5 Min,743.0M,3.1K,18.58,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:10:00 UTC+06:00,5 Min,765.0M,3.1K,19.11,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:15:00 UTC+06:00,5 Min,787.0M,3.06K,19.67,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:20:00 UTC+06:00,5 Min,787.0M,3.15K,19.67,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:25:00 UTC+06:00,5 Min,776.0M,3.11K,19.40,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:30:00 UTC+06:00,5 Min,779.0M,3.13K,19.46,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:35:00 UTC+06:00,5 Min,776.0M,3.09K,19.40,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:40:00 UTC+06:00,5 Min,807.0M,3.13K,20.16,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:45:00 UTC+06:00,5 Min,809.0M,3.05K,20.23,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:50:00 UTC+06:00,5 Min,837.0M,3.12K,20.92,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 22:55:00 UTC+06:00,5 Min,858.0M,3.12K,21.45,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:00:00 UTC+06:00,5 Min,884.0M,3.15K,22.11,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:05:00 UTC+06:00,5 Min,902.0M,3.08K,22.54,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:10:00 UTC+06:00,5 Min,898.0M,3.1K,22.44,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:15:00 UTC+06:00,5 Min,910.0M,3.49K,22.76,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:20:00 UTC+06:00,5 Min,904.0M,2.74K,22.59,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:25:00 UTC+06:00,5 Min,930.0M,3.08K,23.24,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:30:00 UTC+06:00,5 Min,953.0M,3.13K,23.82,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:35:00 UTC+06:00,5 Min,945.0M,3.09K,23.61,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:40:00 UTC+06:00,5 Min,957.0M,3.11K,23.93,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:45:00 UTC+06:00,5 Min,941.0M,3.07K,23.53,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:50:00 UTC+06:00,5 Min,929.0M,3.14K,23.23,0.00
AJ03_BSS-X8-B/Eth-Trunk3,20/06/2015 23:55:00 UTC+06:00,5 Min,921.0M,3.12K,23.02,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:00:00 UTC+06:00,5 Min,900.0M,3.13K,22.50,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:05:00 UTC+06:00,5 Min,903.0M,3.09K,22.56,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:10:00 UTC+06:00,5 Min,878.0M,3.1K,21.94,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:15:00 UTC+06:00,5 Min,874.0M,3.08K,21.86,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:20:00 UTC+06:00,5 Min,829.0M,3.14K,20.72,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:25:00 UTC+06:00,5 Min,808.0M,3.09K,20.20,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:30:00 UTC+06:00,5 Min,790.0M,3.12K,19.74,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:35:00 UTC+06:00,5 Min,767.0M,3.1K,19.17,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:40:00 UTC+06:00,5 Min,725.0M,3.59K,18.13,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:45:00 UTC+06:00,5 Min,709.0M,2.58K,17.73,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:50:00 UTC+06:00,5 Min,733.0M,3.43K,18.33,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 00:55:00 UTC+06:00,5 Min,728.0M,2.84K,18.21,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:00:00 UTC+06:00,5 Min,685.0M,3.15K,17.12,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:05:00 UTC+06:00,5 Min,662.0M,7.36K,16.55,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:10:00 UTC+06:00,5 Min,710.0M,3.08K,17.76,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:15:00 UTC+06:00,5 Min,706.0M,5.74K,17.65,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:20:00 UTC+06:00,5 Min,709.0M,3.14K,17.72,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:25:00 UTC+06:00,5 Min,690.0M,5.79K,17.24,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:30:00 UTC+06:00,5 Min,665.0M,7.02K,16.63,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:35:00 UTC+06:00,5 Min,629.0M,3.44K,15.73,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:40:00 UTC+06:00,5 Min,599.0M,5.78K,14.98,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:45:00 UTC+06:00,5 Min,556.0M,3.09K,13.90,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:50:00 UTC+06:00,5 Min,570.0M,5.81K,14.26,0.00
AJ03_BSS-X8-B/Eth-Trunk3,21/06/2015 01:55:00 UTC+06:00,5 Min,558.0M,3.52K,13.95,0.00
